Prefecture,City,Male,Female
茨城県,  友部町,77.8 ,84.6 
茨城県,  岩間町,77.4 ,83.6 
茨城県,  七会村,76.8 ,84.1 
茨城県,  岩瀬町,76.0 ,84.4 
茨城県,  東海村,78.4 ,84.6 
茨城県,  那珂町,77.8 ,84.8 
茨城県,  瓜連町,77.4 ,83.8 
茨城県,  大宮町,78.0 ,84.4 
茨城県,  山方町,77.9 ,83.8 
茨城県,  美和村,77.4 ,83.7 
茨城県,  緒川村,78.0 ,84.0 
茨城県,  金砂郷町,78.3 ,83.9 
茨城県,  水府村,77.8 ,83.6 
茨城県,  里美村,78.0 ,84.3 
茨城県,  大子町,78.1 ,83.2 
茨城県,  十王町,77.4 ,83.7 
茨城県,  旭村,76.1 ,82.8 
茨城県,  鉾田町,76.5 ,83.6 
茨城県,  大洋村,74.9 ,82.7 
茨城県,  神栖町,75.7 ,81.8 
茨城県,  波崎町,75.0 ,84.2 
茨城県,  麻生町,75.8 ,82.9 
茨城県,  北浦町,75.5 ,83.8 
茨城県,  玉造町,76.3 ,83.2 
茨城県,  江戸崎町,75.7 ,83.1 
茨城県,  美浦村,77.1 ,84.1 
茨城県,  阿見町,76.9 ,84.5 
茨城県,  茎崎町,78.2 ,85.1 
茨城県,  新利根町,76.6 ,83.8 
茨城県,  河内町,77.0 ,84.2 
茨城県,  桜川村,76.5 ,83.2 
茨城県,  東町,76.3 ,83.7 
茨城県,  霞ヶ浦町,77.2 ,83.4 
茨城県,  玉里村,77.2 ,83.2 
茨城県,  八郷町,77.3 ,84.3 
茨城県,  千代田町,77.3 ,84.1 
茨城県,  新治村,76.8 ,84.0 
茨城県,  伊奈町,76.6 ,84.6 
茨城県,  谷和原村,77.3 ,84.0 
茨城県,  関城町,75.1 ,83.9 
茨城県,  明野町,75.9 ,83.5 
茨城県,  真壁町,76.3 ,83.8 
茨城県,  大和村,76.4 ,83.9 
茨城県,  協和町,76.2 ,84.3 
茨城県,  八千代町,76.8 ,84.3 
茨城県,  千代川村,77.1 ,85.0 
茨城県,  石下町,77.5 ,84.4 
茨城県,  総和町,76.8 ,83.7 
茨城県,  五霞町,75.8 ,83.6 
茨城県,  三和町,75.9 ,83.6 
茨城県,  猿島町,76.0 ,83.3 
茨城県,  境町,76.4 ,84.1 
茨城県,  守谷町,78.3 ,84.7 
茨城県,  藤代町,77.4 ,84.9 
茨城県,  利根町,77.1 ,85.0 
栃木県,  宇都宮市,77.6 ,84.6 
栃木県,  足利市,76.9 ,83.3 
栃木県,  栃木市,76.7 ,83.3 
栃木県,  佐野市,76.7 ,83.0 
栃木県,  鹿沼市,77.3 ,84.2 
栃木県,  日光市,76.1 ,84.0 
栃木県,  今市市,77.1 ,84.1 
栃木県,  小山市,77.1 ,83.9 
栃木県,  真岡市,77.7 ,84.1 
栃木県,  大田原市,77.3 ,84.6 
栃木県,  矢板市,76.2 ,84.1 
栃木県,  黒磯市,76.8 ,84.2 
栃木県,  上三川町,77.6 ,84.3 
栃木県,  南河内町,78.1 ,84.3 
栃木県,  上河内町,77.6 ,84.4 
栃木県,  河内町,77.8 ,84.9 
栃木県,  西方町,77.0 ,84.4 
栃木県,  粟野町,76.5 ,84.0 
栃木県,  足尾町,77.0 ,84.4 
栃木県,  二宮町,77.8 ,84.7 
栃木県,  益子町,77.4 ,84.5 
栃木県,  茂木町,77.5 ,84.4 
栃木県,  市貝町,77.3 ,84.0 
栃木県,  芳賀町,77.2 ,84.0 
栃木県,  壬生町,76.7 ,83.8 
栃木県,  石橋町,77.2 ,83.5 
栃木県,  国分寺町,77.0 ,83.7 
栃木県,  野木町,76.8 ,83.5 
栃木県,  大平町,76.7 ,83.5 
栃木県,  藤岡町,76.7 ,83.2 
栃木県,  岩舟町,76.9 ,83.7 
栃木県,  都賀町,76.8 ,83.4 
栃木県,  栗山村,76.7 ,83.8 
栃木県,  藤原町,76.9 ,83.4 
栃木県,  塩谷町,76.3 ,83.9 
栃木県,  氏家町,76.8 ,83.4 
栃木県,  高根沢町,78.0 ,84.5 
栃木県,  喜連川町,77.1 ,83.7 
栃木県,  南那須町,77.2 ,84.3 
栃木県,  烏山町,77.4 ,84.7 
栃木県,  馬頭町,77.6 ,84.2 
栃木県,  小川町,77.7 ,84.3 
栃木県,  湯津上村,77.0 ,83.0 
栃木県,  黒羽町,77.4 ,83.6 
栃木県,  那須町,77.1 ,83.9 
栃木県,  西那須野町,77.8 ,84.8 
栃木県,  塩原町,76.4 ,83.3 
栃木県,  田沼町,76.5 ,83.0 
栃木県,  葛生町,75.9 ,84.0 
群馬県,  前橋市,78.4 ,85.0 
群馬県,  高崎市,78.2 ,84.4 
群馬県,  桐生市,77.1 ,83.8 
群馬県,  伊勢崎市,77.7 ,84.3 
群馬県,  太田市,77.5 ,84.3 
群馬県,  沼田市,77.5 ,84.5 
群馬県,  館林市,77.0 ,83.5 
群馬県,  渋川市,78.3 ,84.8 
群馬県,  藤岡市,78.3 ,84.6 
群馬県,  富岡市,78.5 ,85.0 
群馬県,  安中市,77.5 ,84.3 
群馬県,  北橘村,78.5 ,84.5 
群馬県,  赤城村,79.1 ,85.1 
群馬県,  富士見村,78.5 ,85.1 
群馬県,  大胡町,78.5 ,84.6 
群馬県,  宮城村,78.3 ,84.9 
群馬県,  粕川村,78.1 ,84.4 
群馬県,  新里村,77.6 ,84.3 
群馬県,  黒保根村,77.0 ,84.5 
群馬県,  東村*,77.1 ,84.4 
群馬県,  榛名町,77.6 ,84.2 
群馬県,  倉渕村,78.1 ,84.6 
群馬県,  箕郷町,77.6 ,84.9 
群馬県,  群馬町,78.9 ,85.4 
群馬県,  子持村,77.5 ,85.0 
群馬県,  小野上村,77.8 ,84.5 
群馬県,  伊香保町,77.7 ,83.9 
群馬県,  榛東村,78.4 ,84.9 
群馬県,  吉岡町,77.5 ,84.8 
群馬県,  新町,77.9 ,84.6 
群馬県,  鬼石町,77.9 ,84.7 
群馬県,  吉井町,78.4 ,85.0 
群馬県,  万場町,77.8 ,84.3 
群馬県,  中里村,78.4 ,85.1 
群馬県,  上野村,78.5 ,84.8 
群馬県,  妙義町,78.6 ,84.5 
群馬県,  下仁田町,77.8 ,84.3 
群馬県,  南牧村,78.3 ,84.6 
群馬県,  甘楽町,78.2 ,84.7 
群馬県,  松井田町,78.1 ,84.8 
群馬県,  中之条町,78.3 ,84.7 
群馬県,  東村**,78.5 ,84.4 
群馬県,  吾妻町,79.4 ,84.1 
群馬県,  長野原町,77.9 ,84.2 
群馬県,  嬬恋村,78.4 ,84.7 
群馬県,  草津町,77.5 ,84.2 
群馬県,  六合村,78.2 ,85.6 
群馬県,  高山村,77.7 ,84.4 
群馬県,  白沢村,78.2 ,85.6 
群馬県,  利根村,77.5 ,84.9 
群馬県,  片品村,77.4 ,83.9 
群馬県,  川場村,79.4 ,86.0 
群馬県,  月夜野町,78.8 ,84.6 
群馬県,  水上町,76.5 ,84.2 
群馬県,  新治村,77.5 ,84.1 
群馬県,  昭和村,77.4 ,84.1 
群馬県,  赤堀町,77.4 ,84.4 
群馬県,  東村***,77.2 ,84.6 
群馬県,  境町,76.9 ,83.9 
群馬県,  玉村町,77.5 ,84.3 
群馬県,  尾島町,77.6 ,83.6 
群馬県,  新田町,77.8 ,83.3 
群馬県,  藪塚本町,76.8 ,84.3 
群馬県,  笠懸町,77.0 ,84.5 
群馬県,  大間々町,77.0 ,83.9 
群馬県,  板倉町,76.5 ,83.6 
群馬県,  明和町,77.6 ,84.2 
群馬県,  千代田町,77.0 ,83.7 
群馬県,  大泉町,77.6 ,84.0 
群馬県,  邑楽町,77.6 ,84.2 
埼玉県,  川越市,78.3 ,84.6 
埼玉県,  熊谷市,77.0 ,84.1 
埼玉県,  川口市,77.4 ,83.8 
埼玉県,  行田市,77.5 ,83.8 
埼玉県,  秩父市,77.0 ,83.3 
埼玉県,  所沢市,79.7 ,85.7 
埼玉県,  飯能市,78.5 ,85.4 
埼玉県,  加須市,77.6 ,83.9 
埼玉県,  本庄市,76.8 ,83.4 
埼玉県,  東松山市,77.8 ,83.4 
埼玉県,  岩槻市,77.7 ,83.9 
埼玉県,  春日部市,78.1 ,83.9 
埼玉県,  狭山市,79.0 ,85.8 
埼玉県,  羽生市,77.4 ,84.3 
埼玉県,  鴻巣市,78.2 ,84.1 
埼玉県,  深谷市,77.1 ,83.9 
埼玉県,  上尾市,78.0 ,84.5 
埼玉県,  草加市,77.8 ,83.9 
埼玉県,  越谷市,77.8 ,83.9 
埼玉県,  蕨市,77.6 ,84.1 
埼玉県,  戸田市,77.7 ,84.2 
埼玉県,  入間市,78.3 ,84.7 
埼玉県,  鳩ヶ谷市,77.5 ,84.4 
埼玉県,  朝霞市,78.6 ,84.5 
埼玉県,  志木市,78.8 ,84.7 
埼玉県,  和光市,78.9 ,84.8 
埼玉県,  新座市,78.6 ,85.4 
埼玉県,  桶川市,78.4 ,84.5 
埼玉県,  久喜市,77.6 ,84.2 
埼玉県,  北本市,78.0 ,84.3 
埼玉県,  八潮市,77.4 ,84.5 
埼玉県,  富士見市,78.5 ,84.3 
埼玉県,  上福岡市,78.6 ,84.8 
埼玉県,  三郷市,77.6 ,84.0 
埼玉県,  蓮田市,77.8 ,84.2 
埼玉県,  坂戸市,77.7 ,84.4 
埼玉県,  幸手市,77.3 ,83.9 
埼玉県,  鶴ヶ島市,78.4 ,85.2 
埼玉県,  日高市,78.0 ,84.9 
埼玉県,  吉川市,77.5 ,83.6 
埼玉県,  さいたま市,78.8 ,84.7 
埼玉県,  伊奈町,78.4 ,84.3 
埼玉県,  吹上町,78.0 ,84.3 
埼玉県,  大井町,78.5 ,84.7 
埼玉県,  三芳町,79.3 ,86.4 
埼玉県,  毛呂山町,77.5 ,83.4 
埼玉県,  越生町,77.3 ,84.2 
埼玉県,  名栗村,77.5 ,82.3 
埼玉県,  滑川町,76.7 ,83.2 
埼玉県,  嵐山町,78.1 ,83.6 
埼玉県,  小川町,76.9 ,83.0 
埼玉県,  都幾川村,76.8 ,83.4 
埼玉県,  玉川村,76.9 ,83.6 
埼玉県,  川島町,77.0 ,84.0 
埼玉県,  吉見町,77.8 ,83.4 
埼玉県,  鳩山町,78.2 ,84.4 
埼玉県,  横瀬町,77.4 ,82.4 
埼玉県,  皆野町,78.0 ,83.5 
埼玉県,  長瀞町,76.8 ,83.9 
埼玉県,  吉田町,77.3 ,83.6 
埼玉県,  小鹿野町,77.0 ,83.5 
埼玉県,  両神村,77.6 ,83.4 
埼玉県,  大滝村,77.5 ,83.7 
埼玉県,  荒川村,76.5 ,83.1 
埼玉県,  東秩父村,77.6 ,83.9 
埼玉県,  美里町,76.9 ,82.6 
埼玉県,  児玉町,76.8 ,82.4 
埼玉県,  神川町,76.8 ,82.7 
埼玉県,  神泉村,77.2 ,83.1 
埼玉県,  上里町,77.2 ,83.1 
埼玉県,  大里村,77.2 ,83.1 
埼玉県,  江南町,77.0 ,83.2 
埼玉県,  妻沼町,76.9 ,83.5 
埼玉県,  岡部町,77.1 ,83.1 
埼玉県,  川本町,77.2 ,82.9 
埼玉県,  花園町,77.2 ,83.1 
埼玉県,  寄居町,77.2 ,83.3 
埼玉県,  騎西町,77.4 ,84.3 
埼玉県,  南河原村,77.0 ,83.9 
埼玉県,  川里町,77.8 ,84.5 
埼玉県,  北川辺町,77.8 ,84.3 
埼玉県,  大利根町,77.6 ,83.9 
埼玉県,  宮代町,78.3 ,84.1 
埼玉県,  白岡町,77.9 ,84.6 
埼玉県,  菖蒲町,77.5 ,83.8 
埼玉県,  栗橋町,78.1 ,84.1 
埼玉県,  鷲宮町,78.1 ,83.7 
埼玉県,  杉戸町,78.1 ,84.3 
埼玉県,  松伏町,77.3 ,83.9 
埼玉県,  庄和町,77.9 ,83.6 
千葉県,  中央区,78.4 ,84.3 
千葉県,  花見川区,78.7 ,84.5 
千葉県,  稲毛区,79.1 ,85.0 
千葉県,  若葉区,78.4 ,84.7 
千葉県,  緑区,79.0 ,84.5 
千葉県,  美浜区,79.3 ,85.0 
千葉県,  銚子市,75.5 ,81.8 
千葉県,  市川市,78.8 ,84.6 
千葉県,  船橋市,78.4 ,84.5 
千葉県,  館山市,76.6 ,84.9 
千葉県,  木更津市,76.8 ,85.0 
千葉県,  松戸市,78.5 ,84.7 
千葉県,  野田市,77.8 ,84.4 
千葉県,  佐原市,76.1 ,83.7 
千葉県,  茂原市,77.3 ,84.8 
千葉県,  成田市,77.8 ,84.3 
千葉県,  佐倉市,78.5 ,84.5 
千葉県,  東金市,77.5 ,83.7 
千葉県,  八日市場市,76.3 ,84.1 
千葉県,  旭市,76.6 ,83.4 
千葉県,  習志野市,78.6 ,84.7 
千葉県,  柏市,78.5 ,84.7 
千葉県,  勝浦市,76.8 ,84.2 
千葉県,  市原市,77.0 ,84.3 
千葉県,  流山市,79.0 ,84.7 
千葉県,  八千代市,78.6 ,85.5 
千葉県,  我孫子市,78.7 ,84.9 
千葉県,  鴨川市,77.1 ,84.2 
千葉県,  鎌ヶ谷市,78.9 ,85.2 
千葉県,  君津市,77.3 ,84.0 
千葉県,  富津市,76.5 ,83.8 
千葉県,  浦安市,78.3 ,84.5 
千葉県,  四街道市,78.6 ,84.5 
千葉県,  袖ヶ浦市,77.9 ,84.2 
千葉県,  八街市,76.6 ,83.5 
千葉県,  印西市,77.7 ,84.0 
千葉県,  白井市,78.5 ,84.4 
千葉県,  関宿町,77.8 ,84.1 
千葉県,  沼南町,78.4 ,84.7 
千葉県,  酒々井町,78.0 ,84.0 
千葉県,  富里町,77.3 ,83.9 
千葉県,  印旛村,77.9 ,84.3 
千葉県,  本埜村,77.9 ,84.1 
千葉県,  栄町,77.8 ,84.4 
千葉県,  下総町,76.1 ,83.7 
千葉県,  神崎町,76.5 ,83.4 
千葉県,  大栄町,76.9 ,83.9 
千葉県,  小見川町,76.7 ,83.8 
千葉県,  山田町,75.8 ,83.5 
千葉県,  栗源町,75.4 ,83.2 
千葉県,  多古町,77.3 ,84.1 
千葉県,  干潟町,75.7 ,83.4 
千葉県,  東庄町,76.4 ,84.2 
千葉県,  海上町,75.9 ,82.7 
千葉県,  飯岡町,75.1 ,83.1 
千葉県,  光町,75.9 ,83.4 
千葉県,  野栄町,75.7 ,83.8 
千葉県,  大網白里町,77.3 ,84.1 
千葉県,  九十九里町,76.7 ,83.4 
千葉県,  成東町,77.0 ,83.9 
千葉県,  山武町,76.6 ,83.6 
千葉県,  蓮沼村,77.2 ,84.2 
千葉県,  松尾町,77.5 ,84.2 
千葉県,  横芝町,77.1 ,83.8 
千葉県,  芝山町,77.4 ,83.8 
千葉県,  一宮町,77.1 ,83.8 
千葉県,  睦沢町,77.0 ,83.8 
千葉県,  長生村,77.8 ,84.5 
千葉県,  白子町,77.0 ,83.9 
千葉県,  長柄町,77.3 ,86.0 
千葉県,  長南町,77.6 ,84.8 
千葉県,  大多喜町,77.5 ,84.7 
千葉県,  夷隅町,77.3 ,84.6 
千葉県,  御宿町,77.1 ,84.0 
千葉県,  大原町,77.1 ,84.2 
千葉県,  岬町,77.1 ,84.4 
千葉県,  富浦町,76.7 ,84.4 
千葉県,  富山町,77.1 ,84.7 
千葉県,  鋸南町,77.1 ,84.3 
千葉県,  三芳村,77.2 ,84.6 
千葉県,  白浜町,76.9 ,84.4 
千葉県,  千倉町,76.3 ,84.3 
千葉県,  丸山町,77.4 ,84.1 
千葉県,  和田町,77.0 ,84.5 
千葉県,  天津小湊町,76.6 ,83.9 
東京都,  千代田区,77.2 ,84.0 
東京都,  中央区,76.8 ,83.6 
東京都,  港区,77.6 ,84.3 
東京都,  新宿区,77.9 ,84.2 
東京都,  文京区,77.6 ,84.0 
東京都,  台東区,75.8 ,83.7 
東京都,  墨田区,76.3 ,83.1 
東京都,  江東区,76.5 ,83.3 
東京都,  品川区,77.6 ,84.3 
東京都,  目黒区,79.5 ,85.3 
東京都,  大田区,77.4 ,84.4 
東京都,  世田谷区,79.7 ,85.2 
東京都,  渋谷区,79.2 ,85.3 
東京都,  中野区,78.0 ,84.6 
東京都,  杉並区,79.0 ,85.0 
東京都,  豊島区,78.0 ,84.3 
東京都,  北区,77.0 ,84.2 
東京都,  荒川区,76.0 ,83.2 
東京都,  板橋区,77.9 ,84.4 
東京都,  練馬区,78.7 ,84.5 
東京都,  足立区,76.3 ,83.3 
東京都,  葛飾区,76.5 ,83.5 
東京都,  江戸川区,77.0 ,83.6 
東京都,  八王子市,78.5 ,84.9 
東京都,  立川市,77.8 ,84.1 
東京都,  武蔵野市,79.2 ,85.4 
東京都,  三鷹市,80.2 ,85.4 
東京都,  青梅市,77.1 ,83.8 
東京都,  府中市,79.0 ,84.8 
東京都,  昭島市,77.6 ,83.6 
東京都,  調布市,79.1 ,85.0 
東京都,  町田市,79.0 ,85.1 
東京都,  小金井市,79.5 ,85.2 
東京都,  小平市,78.8 ,84.8 
東京都,  日野市,79.2 ,85.3 
東京都,  東村山市,78.2 ,85.1 
東京都,  国分寺市,79.5 ,85.0 
東京都,  国立市,78.9 ,84.3 
東京都,  福生市,77.2 ,83.1 
東京都,  狛江市,79.3 ,85.0 
東京都,  東大和市,78.1 ,84.3 
東京都,  清瀬市,78.7 ,85.8 
東京都,  東久留米市,79.1 ,84.7 
東京都,  武蔵村山市,77.0 ,83.1 
東京都,  多摩市,79.0 ,85.2 
東京都,  稲城市,79.0 ,85.1 
東京都,  羽村市,77.8 ,83.1 
東京都,  あきる野市,78.0 ,83.7 
東京都,  西東京市,78.7 ,84.8 
東京都,  瑞穂町,76.1 ,84.0 
東京都,  日の出町,76.7 ,82.8 
東京都,  檜原村,76.5 ,82.6 
東京都,  奥多摩町,75.1 ,82.0 
東京都,  大島町,76.9 ,83.8 
東京都,  利島村,77.0 ,83.6 
東京都,  新島村,77.7 ,83.9 
東京都,  神津島村,77.1 ,83.0 
東京都,  御蔵島村,77.1 ,83.5 
東京都,  八丈町,76.8 ,83.9 
東京都,  青ヶ島村,77.1 ,83.5 
東京都,  小笠原村,77.2 ,83.7 
神奈川県,  鶴見区,77.2 ,84.2 
神奈川県,  神奈川区,78.2 ,84.7 
神奈川県,  西区,77.7 ,84.3 
神奈川県,  中区,74.1 ,84.0 
神奈川県,  南区,77.2 ,84.0 
神奈川県,  保土ヶ谷区,78.1 ,84.4 
神奈川県,  磯子区,78.1 ,84.3 
神奈川県,  金沢区,79.3 ,84.8 
神奈川県,  港北区,79.1 ,85.0 
神奈川県,  戸塚区,78.9 ,85.5 
神奈川県,  港南区,78.9 ,84.5 
神奈川県,  旭区,78.7 ,85.2 
神奈川県,  緑区,79.5 ,86.4 
神奈川県,  瀬谷区,78.3 ,84.8 
神奈川県,  栄区,79.4 ,85.2 
神奈川県,  泉区,79.1 ,85.2 
神奈川県,  青葉区,80.3 ,85.8 
神奈川県,  都筑区,79.6 ,85.2 
神奈川県,  川崎区,75.1 ,83.5 
神奈川県,  幸区,76.9 ,84.0 
神奈川県,  中原区,78.0 ,84.2 
神奈川県,  高津区,78.0 ,84.6 
神奈川県,  多摩区,78.8 ,84.5 
神奈川県,  宮前区,78.4 ,85.0 
神奈川県,  麻生区,79.6 ,85.6 
神奈川県,  横須賀市,77.7 ,84.1 
神奈川県,  平塚市,78.1 ,84.6 
神奈川県,  鎌倉市,78.6 ,84.7 
神奈川県,  藤沢市,78.8 ,85.0 
神奈川県,  小田原市,77.2 ,83.9 
神奈川県,  茅ヶ崎市,78.8 ,85.3 
神奈川県,  逗子市,78.4 ,84.9 
神奈川県,  相模原市,78.5 ,85.3 
神奈川県,  三浦市,77.5 ,84.2 
神奈川県,  秦野市,78.6 ,85.2 
神奈川県,  厚木市,78.4 ,84.5 
神奈川県,  大和市,78.0 ,84.2 
神奈川県,  伊勢原市,78.7 ,84.7 
神奈川県,  海老名市,78.2 ,85.1 
神奈川県,  座間市,78.2 ,84.8 
神奈川県,  南足柄市,77.1 ,84.2 
神奈川県,  綾瀬市,78.0 ,84.6 
神奈川県,  葉山町,78.5 ,84.5 
神奈川県,  寒川町,78.6 ,85.0 
神奈川県,  大磯町,78.2 ,85.1 
神奈川県,  二宮町,78.3 ,84.5 
神奈川県,  中井町,77.3 ,84.5 
神奈川県,  大井町,76.7 ,84.6 
神奈川県,  松田町,77.0 ,84.3 
神奈川県,  山北町,77.1 ,84.4 
神奈川県,  開成町,77.9 ,85.9 
神奈川県,  箱根町,77.2 ,84.2 
神奈川県,  真鶴町,76.1 ,84.1 
神奈川県,  湯河原町,76.7 ,84.2 
神奈川県,  愛川町,77.5 ,83.5 
神奈川県,  清川村,78.0 ,84.5 
神奈川県,  城山町,78.7 ,85.0 
神奈川県,  津久井町,78.5 ,84.6 
神奈川県,  相模湖町,78.3 ,85.2 
神奈川県,  藤野町,78.5 ,86.0 
新潟県,  新潟市,78.3 ,85.4 
新潟県,  長岡市,78.1 ,85.1 
新潟県,  三条市,77.4 ,85.0 
新潟県,  柏崎市,78.3 ,85.5 
新潟県,  新発田市,77.9 ,84.2 
新潟県,  新津市,78.6 ,86.5 
新潟県,  小千谷市,78.1 ,85.7 
新潟県,  加茂市,77.1 ,84.6 
新潟県,  十日町市,77.9 ,84.8 
新潟県,  見附市,77.4 ,84.9 
新潟県,  村上市,77.3 ,85.0 
新潟県,  燕市,77.0 ,85.1 
新潟県,  栃尾市,77.9 ,84.7 
新潟県,  糸魚川市,77.2 ,85.2 
新潟県,  新井市,77.5 ,84.5 
新潟県,  五泉市,78.1 ,85.3 
新潟県,  両津市,77.2 ,84.2 
新潟県,  白根市,76.6 ,85.3 
新潟県,  豊栄市,77.0 ,85.1 
新潟県,  上越市,77.4 ,85.5 
新潟県,  安田町,77.4 ,85.5 
新潟県,  京ヶ瀬村,77.1 ,84.8 
新潟県,  水原町,77.5 ,84.9 
新潟県,  笹神村,76.5 ,84.3 
新潟県,  豊浦町,76.8 ,83.4 
新潟県,  聖籠町,76.7 ,85.3 
新潟県,  加治川村,77.5 ,84.3 
新潟県,  紫雲寺町,77.4 ,85.3 
新潟県,  中条町,77.0 ,84.5 
新潟県,  黒川村,77.2 ,85.4 
新潟県,  小須戸町,77.2 ,85.0 
新潟県,  村松町,77.4 ,86.0 
新潟県,  横越町,77.5 ,85.3 
新潟県,  亀田町,77.2 ,85.7 
新潟県,  岩室村,77.3 ,85.7 
新潟県,  弥彦村,76.8 ,84.4 
新潟県,  分水町,76.4 ,85.3 
新潟県,  吉田町,77.4 ,84.8 
新潟県,  巻町,77.1 ,84.8 
新潟県,  西川町,77.0 ,85.1 
新潟県,  味方村,77.2 ,85.5 
新潟県,  潟東村,78.1 ,85.9 
新潟県,  月潟村,77.7 ,84.4 
新潟県,  中之口村,76.8 ,85.2 
新潟県,  田上町,77.4 ,85.4 
新潟県,  下田村,77.0 ,84.4 
新潟県,  栄町,76.9 ,84.0 
新潟県,  中之島町,77.4 ,85.0 
新潟県,  津川町,77.2 ,85.1 
新潟県,  鹿瀬町,76.8 ,85.5 
新潟県,  上川村,76.9 ,84.6 
新潟県,  三川村,77.6 ,86.0 
新潟県,  越路町,78.2 ,85.6 
新潟県,  三島町,78.0 ,85.4 
新潟県,  与板町,78.0 ,85.5 
新潟県,  和島村,77.5 ,85.2 
新潟県,  出雲崎町,77.8 ,85.0 
新潟県,  寺泊町,78.2 ,84.7 
新潟県,  山古志村,78.2 ,83.8 
新潟県,  川口町,77.3 ,85.4 
新潟県,  堀之内町,78.3 ,85.8 
新潟県,  小出町,77.9 ,86.6 
新潟県,  湯之谷村,78.1 ,86.1 
新潟県,  広神村,76.3 ,85.8 
新潟県,  守門村,75.9 ,85.2 
新潟県,  入広瀬村,78.0 ,85.7 
新潟県,  湯沢町,78.8 ,86.2 
新潟県,  塩沢町,78.4 ,85.7 
新潟県,  六日町,79.0 ,86.3 
新潟県,  大和町,77.3 ,85.3 
新潟県,  川西町,78.0 ,84.6 
新潟県,  津南町,79.4 ,85.8 
新潟県,  中里村,77.6 ,85.8 
新潟県,  高柳町,77.9 ,85.2 
新潟県,  小国町,77.8 ,85.6 
新潟県,  刈羽村,78.2 ,85.4 
新潟県,  西山町,78.1 ,84.3 
新潟県,  安塚町,77.3 ,85.1 
新潟県,  浦川原村,77.2 ,85.8 
新潟県,  松代町,77.0 ,85.7 
新潟県,  松之山町,77.4 ,85.9 
新潟県,  大島村,77.7 ,85.3 
新潟県,  牧村,77.2 ,84.7 
新潟県,  柿崎町,77.5 ,84.5 
新潟県,  大潟町,76.6 ,85.6 
新潟県,  頸城村,77.4 ,84.5 
新潟県,  吉川町,77.0 ,85.5 
新潟県,  妙高高原町,77.4 ,85.5 
新潟県,  中郷村,76.7 ,85.2 
新潟県,  妙高村,77.1 ,85.8 
新潟県,  板倉町,76.8 ,86.1 
新潟県,  清里村,76.7 ,85.4 
新潟県,  三和村,76.8 ,85.1 
新潟県,  名立町,78.0 ,85.4 
新潟県,  能生町,77.2 ,85.1 
新潟県,  青海町,78.2 ,86.4 
新潟県,  関川村,77.0 ,85.9 
新潟県,  荒川町,77.1 ,85.4 
新潟県,  神林村,76.4 ,84.6 
新潟県,  朝日村,76.5 ,84.8 
新潟県,  山北町,76.8 ,85.6 
新潟県,  粟島浦村,77.3 ,85.3 
新潟県,  相川町,76.3 ,84.7 
新潟県,  佐和田町,78.2 ,84.8 
新潟県,  金井町,77.6 ,85.6 
新潟県,  新穂村,78.3 ,85.1 
新潟県,  畑野町,77.5 ,85.2 
新潟県,  真野町,78.0 ,85.2 
新潟県,  小木町,77.9 ,85.4 
新潟県,  羽茂町,78.3 ,85.0 
新潟県,  赤泊村,78.4 ,84.9 
富山県,  富山市,78.0 ,85.2 
富山県,  高岡市,78.8 ,84.9 
富山県,  新湊市,77.5 ,84.4 
富山県,  魚津市,77.6 ,85.6 
富山県,  氷見市,77.9 ,84.4 
富山県,  滑川市,76.7 ,84.9 
富山県,  黒部市,78.4 ,86.2 
富山県,  砺波市,78.9 ,86.2 
富山県,  小矢部市,78.3 ,85.4 
富山県,  大沢野町,77.7 ,84.4 
富山県,  大山町,77.5 ,84.9 
富山県,  舟橋村,77.8 ,85.2 
富山県,  上市町,77.9 ,84.9 
富山県,  立山町,77.5 ,85.0 
富山県,  宇奈月町,77.5 ,84.5 
富山県,  入善町,78.2 ,85.2 
富山県,  朝日町,77.5 ,85.1 
富山県,  八尾町,77.3 ,84.8 
富山県,  婦中町,77.7 ,86.1 
富山県,  山田村,78.0 ,85.2 
富山県,  細入村,77.8 ,84.9 
富山県,  小杉町,78.6 ,85.0 
富山県,  大門町,77.9 ,85.5 
富山県,  下村,78.0 ,85.0 
富山県,  大島町,78.3 ,86.3 
富山県,  城端町,78.5 ,85.1 
富山県,  平村,78.4 ,85.7 
富山県,  上平村,78.4 ,85.4 
富山県,  利賀村,78.3 ,85.2 
富山県,  庄川町,78.7 ,85.7 
富山県,  井波町,78.8 ,85.1 
富山県,  井口村,78.4 ,85.2 
富山県,  福野町,78.6 ,85.8 
富山県,  福光町,78.3 ,85.2 
富山県,  福岡町,78.8 ,85.3 
石川県,  金沢市,78.5 ,85.4 
石川県,  七尾市,77.1 ,84.8 
石川県,  小松市,78.0 ,84.6 
石川県,  輪島市,76.9 ,84.3 
石川県,  珠洲市,76.5 ,84.3 
石川県,  加賀市,77.5 ,84.3 
石川県,  羽咋市,77.9 ,85.1 
石川県,  松任市,78.0 ,85.2 
石川県,  山中町,77.6 ,85.4 
石川県,  根上町,78.2 ,85.2 
石川県,  寺井町,78.9 ,85.5 
石川県,  辰口町,78.5 ,85.9 
石川県,  川北町,78.3 ,85.1 
石川県,  美川町,78.4 ,85.1 
石川県,  鶴来町,78.2 ,85.6 
石川県,  野々市町,78.6 ,85.6 
石川県,  河内村,77.8 ,85.0 
石川県,  吉野谷村,77.9 ,84.6 
石川県,  鳥越村,78.2 ,85.0 
